perm_nt_no,apv_perm_ymd,site_tel,rdn_whl_addr,rdn_post_no,bplc_nm,update_dt,uptae_nm,trdp_jubnse_nm,x,y,longitude,latitude
3150000-101-2019-00073,2019-02-18,,"서울특별시 강서구 강서로 148, 1층 (화곡동)",7728,육탕상점,2019-02-20 2:21:26,한식,,185952.6116,448672.0333,126.8425261,37.54247303
3150000-101-2019-00075,2019-02-19,,"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 B동 1층 117호 (마곡동)",7803,목구멍 마곡점,2023-08-23 2:40:00,일식,,185292.7666,450863.0269,126.8359277,37.56239115
3150000-101-2019-00076,2019-02-19,,"서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 1층 130호 (마곡동)",7791,쭈박사 마곡점,2023-04-22 2:40:00,한식,,185740.2166,451837.6468,126.8404022,37.57125133
3150000-101-2019-00077,2019-02-19,,"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 2층 207~209호 (마곡동)",7803,산카이 마곡,2023-04-07 2:40:00,일식,,185292.7666,450863.0269,126.8359277,37.56239115
3150000-101-2019-00078,2019-02-19,02 6339 0319,"서울특별시 강서구 화곡로68길 15, 1층 104호 (등촌동)",7548,피맥컴퍼니 가양역점,2020-05-15 2:40:00,경양식,,187142.5202,450809.3662,126.8544252,37.56190333
3150000-101-2019-00080,2019-02-20,02 6404 0075,"서울특별시 강서구 화곡로31가길 36, 1층 (화곡동)",7696,흥부찜닭 화곡점,2023-04-15 2:40:00,한식,,185920.4631,449282.7613,126.8422046,37.5480251
3150000-101-2019-00081,2019-02-20,02 3456 2789,"서울특별시 강서구 화곡로68길 15, 아벨테크노 2층 208호 (등촌동)",7548,라향각마라탕&7곡제면소,2024-11-16 2:40:00,중국식,,187142.5202,450809.3662,126.8544252,37.56190333
3150000-101-2019-00082,2019-02-21,,"서울특별시 강서구 마곡중앙8로 86, 필네이처 1층 105호 (마곡동)",7803,신세계,2024-04-25 2:40:00,경양식,,185522.9304,450941.4262,126.8382293,37.56310387
3150000-101-2019-00085,2019-02-25,02 6954 7612,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 지하1층 B119호 (마곡동)",7806,래빗가든,2021-03-19 2:40:00,한식,,184971.5227,450643.0564,126.8327152,37.56039142
3150000-101-2019-00086,2019-02-26,02 3663 9991,"서울특별시 강서구 공항대로45길 63, 1층 107호 (등촌동)",7567,광화문카츠,2023-10-22 2:40:00,경양식,,187210.9178,450631.4355,126.8551092,37.56028578
3150000-101-2019-00087,2019-02-26,,"서울특별시 강서구 강서로 462, 대룡드림타워-1 1층 114호 (등촌동)",7573,돈푸대뒷고기,2020-10-07 2:40:00,한식,,185920.2085,451605.3944,126.8422021,37.56913995
3150000-101-2019-00089,2019-02-26,,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 2층 201호 (마곡동)",7803,긴꼬리초밥,2024-06-09 2:40:00,일식,,185548.3552,450828.7965,126.8384836,37.56207997
3150000-101-2019-00090,2019-02-26,02 2666 5657,"서울특별시 강서구 개화동로31길 6, 1층 (방화동)",7620,오전오후,2019-03-21 2:40:00,한식,,182940.9952,451103.9469,126.81241,37.56458134
3150000-101-2019-00091,2019-02-26,,"서울특별시 강서구 등촌로13다길 32-29, 1층 (화곡동)",7739,kelly.s kitchen(켈리네 부엌),2023-03-16 2:40:00,한식,,187415.0403,448179.15,126.8571504,37.53799227
3150000-101-2019-00093,2019-02-27,,"서울특별시 강서구 등촌로13길 31, 1층 (화곡동)",7740,영스포차,2019-07-26 2:40:00,기타,,187689.1606,448136.3323,126.8598916,37.53760302
3150000-101-2019-00094,2019-02-27,,"서울특별시 강서구 마곡중앙5로1길 25, 마곡헤리움2차 1층 105호 (마곡동)",7788,칼국수 & 보리밥,2019-04-03 2:40:00,한식,,184571.5206,451899.3079,126.8287152,37.57181189
3150000-101-2019-00097,2019-02-27,,"서울특별시 강서구 곰달래로 271, 1층 (화곡동)",7741,신토불이지짐떡,2020-10-30 2:40:00,호프/통닭,,187837.4684,447818.5456,126.8613747,37.53471405
3150000-101-2019-00100,2019-02-28,,"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 1층 114,115호 (마곡동)",7803,특삼겹,2022-03-16 2:40:00,한식,,185292.7666,450863.0269,126.8359277,37.56239115
3150000-101-2019-00105,2019-03-04,,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 116호 (마곡동)",7788,빅보울(Big bowl),2019-03-06 2:21:41,한식,,184646.5808,451684.7269,126.8294658,37.56986115
3150000-101-2019-00107,2019-03-04,,"서울특별시 강서구 마곡중앙6로 21, 이너매스 마곡 2층 201~202호 (마곡동)",7801,월수금 마곡점,2019-06-21 2:40:00,한식,,184876.7928,450969.0175,126.8317679,37.5633547
3150000-101-2019-00111,2019-03-05,,"서울특별시 강서구 강서로47길 34-8, 1층 (내발산동)",7633,쉼터분식,2019-10-02 2:40:00,한식,,185306.0261,450108.118,126.8360603,37.55552835
3150000-101-2019-00112,2019-03-06,,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 114호 (마곡동)",7788,역전우동0410 마곡나루역점,2019-03-08 2:21:43,한식,,184646.5808,451684.7269,126.8294658,37.56986115
3150000-101-2019-00113,2019-03-06,02 2602 1003,"서울특별시 강서구 곰달래로 157, 1층 103호 (화곡동)",7759,고삼,2024-06-02 2:40:00,한식,,186721.1885,447643.4595,126.8502119,37.53312236
3150000-101-2019-00115,2019-03-06,070 8888 2538,"서울특별시 강서구 공항대로 228, 1층 119호 (마곡동)",7806,노아,2019-04-06 2:40:00,한식,,185148.9003,450719.3803,126.834489,37.56108528
3150000-101-2019-00116,2019-03-06,02 2662 2929,"서울특별시 강서구 공항대로 228, 2층 209호 (마곡동)",7806,이차이,2025-01-04 2:40:00,중국식,,185148.9003,450719.3803,126.834489,37.56108528
3150000-101-2019-00126,2019-03-11,,"서울특별시 강서구 마곡중앙6로 70, 매그넘797 2층 212,213호 (마곡동)",7803,화양연화,2019-03-13 2:21:48,중국식,,185340.7437,450856.8287,126.8364074,37.56233481
3150000-101-2019-00129,2019-03-12,,"서울특별시 강서구 공항대로 140, 1202동 1층 105,106호 (마곡동, 마곡엠밸리12단지)",7808,금손찬,2019-03-14 2:21:50,한식,,184285.2005,450783.3263,126.825852,37.5616666
3150000-101-2019-00130,2019-03-13,,"서울특별시 강서구 방화동로3길 47, 1층 (방화동)",7621,사보리하우스,2019-03-15 2:21:51,호프/통닭,,182967.0672,451368.1931,126.8126707,37.56698357
3150000-101-2019-00133,2019-03-14,,"서울특별시 강서구 마곡서1로 146, 상가동 101호 (마곡동, 마곡엠밸리2단지)",7598,두찜 신방화점,2021-10-24 2:40:00,분식,,,,124.983,33.46363636
3150000-101-2019-00134,2019-03-15,,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 2층 209호 (마곡동)",7788,보경손수제비,2019-03-29 2:40:00,한식,,184655.2643,451864.2982,126.8295526,37.57149362
3150000-101-2019-00136,2019-03-18,02 2642 2001,"서울특별시 강서구 등촌로39길 31, 1층 (등촌동)",7668,김밥이야기,2024-12-11 2:40:00,한식,,187608.3399,449299.0189,126.8590834,37.5481729
3150000-101-2019-00139,2019-03-18,,"서울특별시 강서구 공항대로46길 93, 1층 (화곡동)",7657,땡초우동 in 포차,2024-01-06 2:40:00,식육(숯불구이),,186766.2833,449982.59,126.8506628,37.55438718
3150000-101-2019-00141,2019-03-19,02 3663 7767,"서울특별시 강서구 공항대로 205, 에스에이치빌딩 3층 304~305호 (마곡동)",7802,초애삼계탕마곡점,2019-10-30 2:40:00,한식,,184947.6255,450846.2734,126.8324763,37.56223885
3150000-101-2019-00143,2019-03-21,02 2607 3126,"서울특별시 강서구 화곡로18길 24, 1층 111,113호 (화곡동, 강서뉴타워)",7718,만배아리랑,2024-12-02 22:03:00,한식,,185384.3227,448552.1247,126.8368432,37.54138295
3150000-101-2019-00145,2019-03-22,,"서울특별시 강서구 마곡동로4길 23, 루체브릿지 2층 202호 (마곡동)",7803,신경섭의 인생참치,2019-03-24 2:20:03,일식,,185458.3595,450832.6553,126.8375836,37.56211505
3150000-101-2019-00146,2019-03-22,02 2658 0701,"서울특별시 강서구 마곡동로 56, 건와빌딩 2층 201호 (마곡동)",7803,채선당 월남쌈 샤브(마곡점),2023-11-16 2:40:00,한식,,185243.2888,450869.7837,126.8354329,37.56245258
3150000-101-2019-00147,2019-03-22,02 2660 8000,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 1층 XH Y12호 (등촌동)",7567,채선당 행복가마솥밥,2023-01-22 2:40:00,한식,,187119.9482,450691.5932,126.8541995,37.56083267
3150000-101-2019-00148,2019-03-22,02 3456 2885,"서울특별시 강서구 화곡로68길 15, 아벨테크노 2층 206호 (등촌동)",7548,월정떼루아,2019-04-23 2:40:00,한식,,187142.5202,450809.3662,126.8544252,37.56190333
3150000-101-2019-00159,2019-03-27,02 2135 2465,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",7804,푸드엠파이어 이대서울병원 불고기명가,2024-07-06 2:40:00,한식,,185455.1708,450604.2394,126.8375517,37.56003854
3150000-101-2019-00160,2019-03-27,02 2135 2465,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",7804,푸드엠파이어 이대서울병원 청진동순두부,2024-07-06 2:40:00,한식,,185455.1708,450604.2394,126.8375517,37.56003854
3150000-101-2019-00161,2019-03-27,02 2135 2465,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",7804,푸드엠파이어 이대서울병원 남산왕돈가스,2024-07-06 2:40:00,경양식,,185455.1708,450604.2394,126.8375517,37.56003854
3150000-101-2019-00162,2019-03-27,,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",7804,푸드엠파이어 이대서울병원 리틀싱카이,2024-07-06 2:40:00,중국식,,185455.1708,450604.2394,126.8375517,37.56003854
3150000-101-2019-00163,2019-03-28,,"서울특별시 강서구 공항대로53길 37, 1층 3호 (등촌동)",7570,히야식당,2024-03-01 2:40:00,한식,,187594.43,450325.6396,126.8589443,37.55750581
3150000-101-2019-00165,2019-03-29,02 2664 6610,"서울특별시 강서구 양천로 87, 대일빌딩 1층 (방화동)",7517,맘스터치 방화점,2019-04-27 2:40:00,경양식,,183469.4939,452387.3154,126.8176949,37.57624832
3150000-101-2019-00166,2019-03-29,,"서울특별시 강서구 까치산로 33, 2층 (화곡동)",7721,놀러오개,2019-03-31 2:20:09,기타,,186138.1355,448950.665,126.8443814,37.54500605
3150000-101-2019-00167,2019-03-29,,"서울특별시 강서구 곰달래로 125, 지하1층 B01호 (화곡동, 라인씨티)",7774,이모던,2025-01-10 2:40:00,정종/대포집/소주방,,186386.8616,447625.8011,126.8468686,37.53296183
3150000-101-2019-00170,2019-03-29,,"서울특별시 강서구 강서로 349, 2층 22호 (내발산동)",7632,육장갈비 발산역점,2023-06-29 2:40:00,한식,,185565.2621,450533.2784,126.8386526,37.55939344
3150000-101-2019-00175,2019-04-01,02 6116 5377,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 GF층 (방화동)",7505,차이(Chai)797 김포롯데몰점,2025-01-12 2:40:00,중국식,,182524.8238,451438.2509,126.8082482,37.56762046
3150000-101-2019-00177,2019-04-01,,"서울특별시 강서구 마곡중앙로 76, 힐스테이트에코마곡역 1층 125~126호 (마곡동)",7801,가마메시야 울림,2022-12-07 2:40:00,일식,,184691.0085,450919.9251,126.8299101,37.56290841
3150000-101-2019-00183,2019-04-04,02 6052 7997,"서울특별시 강서구 마곡중앙6로 70, 매그넘797 2층 210~211호 (마곡동)",7803,춘 마곡점,2023-10-07 2:40:00,한식,,185340.7437,450856.8287,126.8364074,37.56233481
3150000-101-2019-00184,2019-04-04,02 2064 0043,"서울특별시 강서구 공항대로 222, 발산W타워 4층 402~403호 (마곡동)",7806,펫티,2025-01-01 2:40:00,분식,,185104.2017,450725.7851,126.834042,37.5611435
3150000-101-2019-00186,2019-04-05,02 3456 2757,"서울특별시 강서구 화곡로68길 15, 2층 205호 (등촌동)",7548,명태한상,2025-01-04 2:40:00,한식,,187142.5202,450809.3662,126.8544252,37.56190333
3150000-101-2019-00187,2019-04-08,02 2694 7942,"서울특별시 강서구 곰달래로 144, 1층 101호 (화곡동, 이수아트빌2차)",7781,버거앤프라이즈 서울화곡점,2021-04-29 2:40:00,경양식,,186573.0559,447599.3556,126.8487306,37.53272141
3150000-101-2019-00191,2019-04-08,02 2662 7931,"서울특별시 강서구 남부순환로11가길 105, 1층 102호 (공항동)",7626,꼬꼬앤버거,2019-05-11 2:40:00,기타,,183430.2675,450693.5858,126.8173027,37.56085078
3150000-101-2019-00196,2019-04-10,02 3662 8331,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 103호, 104-1,2호 (마곡동)",7791,울엄마 한식뷔페,2024-04-07 2:40:00,한식,,185827.2394,451790.6995,126.8412724,37.57082454
3150000-101-2019-00197,2019-04-10,02 3665 7617,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 1층 109,110호 (마곡동)",7803,요리하는물고기 회 초밥 마곡발산점,2024-09-01 2:40:00,일식,,185590.1505,450885.1857,126.8389015,37.5625926
3150000-101-2019-00199,2019-04-11,,"서울특별시 강서구 마곡중앙6로 65, 지투프라자 3층 305호 (마곡동)",7803,소울트레인,2021-10-29 2:40:00,호프/통닭,,185327.0138,450918.4228,126.8362701,37.56289475
3150000-101-2019-00200,2019-04-11,02 2668 6892,"서울특별시 강서구 양천로57길 9-13, 휴먼빌 1층 102~107호 (가양동)",7527,화로상회 가양점,2023-06-14 2:40:00,식육(숯불구이),,186783.7508,451266.6898,126.8508375,37.56606082
3150000-101-2019-00201,2019-04-12,070 8262 1913,"서울특별시 강서구 곰달래로 195, 풍한빌딩 4층 (화곡동)",7750,애니팡팡,2019-04-14 2:20:20,분식,,187079.5765,447695.6121,126.8537958,37.53359647
3150000-101-2019-00206,2019-04-15,02 6411 9941,"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 2층 211호 (마곡동)",7803,이립,2019-05-02 2:40:00,한식,,185292.7666,450863.0269,126.8359277,37.56239115
3150000-101-2019-00209,2019-04-16,,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 지상2층 208호 (마곡동)",7802,베니르(benir),2022-04-27 2:40:00,한식,,185095.247,450885.0584,126.8339525,37.56259144
3150000-101-2019-00210,2019-04-17,,"서울특별시 강서구 월정로 144, 지상1층 (화곡동)",7766,와커치킨,2019-04-19 2:20:25,한식,,185558.3415,447752.9753,126.8385834,37.53411796
3150000-101-2019-00211,2019-04-17,02 2662 1134,"서울특별시 강서구 방화대로6바길 5-4, 1층 (공항동)",7645,오복식당,2024-05-22 2:40:00,한식,,183945.9421,450319.4676,126.8224594,37.55744971
3150000-101-2019-00216,2019-04-18,,"서울특별시 강서구 마곡중앙5로1길 20, 마곡나루역보타닉비즈타워 3층 317~318호 (마곡동)",7788,미사토,2019-04-20 2:20:25,일식,,184622.2495,451831.2185,126.8292225,37.5711929
3150000-101-2019-00221,2019-04-19,02 3429 3333,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 117호 (마곡동)",7791,쏘원반미,2022-10-08 2:40:00,한식,,185827.2394,451790.6995,126.8412724,37.57082454
3150000-101-2019-00226,2019-04-19,02 2644 8995,"서울특별시 강서구 공항대로58가길 27, 지상1층 101호 (등촌동, 유성빌라)",7665,ㄱ감동,2019-05-22 2:40:00,한식,,187727.0135,449832.7664,126.8602701,37.55302515
3150000-101-2019-00230,2019-04-22,,"서울특별시 강서구 우장산로 25, 1층 (내발산동)",7652,든솔푸드,2022-07-20 2:40:00,한식,,185796.6925,450275.3917,126.8409669,37.55704902
3150000-101-2019-00236,2019-04-24,02 2665 2248,"서울특별시 강서구 마곡중앙1로 72, 판매시설동 1층 102호 (마곡동, 마곡엠밸리10단지)",7629,피자헛 마곡점,2020-01-04 2:40:00,경양식,,183968.9068,450822.831,126.8226891,37.56202574
3150000-101-2019-00238,2019-04-25,,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 지하2층 (방화동)",7505,동동국수 김포공항점,2019-09-12 2:40:00,한식,,182524.8238,451438.2509,126.8082482,37.56762046
3150000-101-2019-00241,2019-04-26,,"서울특별시 강서구 화곡로 342, 1층 102호 (화곡동)",7653,담백,2023-09-14 2:40:00,한식,,186827.5454,450205.9996,126.8512755,37.55641818
3150000-101-2019-00244,2019-04-29,,"서울특별시 강서구 곰달래로 246, 녹정빌딩 1층 (화곡동)",7785,최배달 K푸드분식,2024-11-23 2:40:00,분식,,187577.4621,447737.4582,126.8587746,37.53397689
3150000-101-2019-00245,2019-04-29,,"서울특별시 강서구 공항대로46길 100, 1층 (화곡동)",7658,마더스시,2019-05-01 2:20:35,일식,,186711.5327,449978.5634,126.8501153,37.55435058
3150000-101-2019-00253,2019-05-03,02 6925 1414,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 지하 1층 B112호 (마곡동)",7788,꿀팟보드카페,2022-11-04 2:40:00,분식,,184555.6892,451767.8335,126.8285569,37.57061667
3150000-101-2019-00256,2019-05-07,,"서울특별시 강서구 양천로 492, 길훈엔트런스빌 1층 111호 (등촌동)",7575,맛자랑포차,2024-06-19 2:40:00,한식,,187087.0789,450966.9983,126.8538708,37.56333635
3150000-101-2019-00257,2019-05-07,02 2659 3020,"서울특별시 강서구 마곡중앙로 161-22, 마곡일성트루엘플래닛 지상2층 205,206,207호 (마곡동)",7788,최부자,2021-06-05 2:40:00,한식,,184539.253,451830.5339,126.8283925,37.57118667
3150000-101-2019-00258,2019-05-07,,"서울특별시 강서구 화곡로31길 8, 1층 (화곡동)",7696,강태,2021-08-01 2:40:00,일식,,186038.2265,449085.2555,126.8433823,37.5462296
3150000-101-2019-00260,2019-05-07,,"서울특별시 강서구 양천로 516, 1층 104호 (등촌동)",7548,해정가,2024-05-05 2:40:00,한식,,187282.7452,450848.5249,126.8558275,37.56225932
3150000-101-2019-00262,2019-05-08,,"서울특별시 강서구 마곡중앙로 161-22, 마곡일성트루엘플래닛 1층 115~116호 (마곡동)",7788,하타네 마곡나루점,2024-07-10 2:40:00,경양식,,184539.253,451830.5339,126.8283925,37.57118667
3150000-101-2019-00265,2019-05-09,070 8858 1002,"서울특별시 강서구 곰달래로58길 45, 1층 (화곡동)",7786,돈파스타,2021-06-12 2:40:00,경양식,,187750.1664,447550.441,126.8605017,37.53227674
3150000-101-2019-00266,2019-05-10,02 2696 3336,"서울특별시 강서구 강서로16길 5, 1층 (화곡동)",7756,토마토김밥,2024-11-23 2:40:00,분식,,186374.8406,447846.281,126.8467484,37.53496619
3150000-101-2019-00269,2019-05-10,,"서울특별시 강서구 강서로17가길 46, 상가동 1층 101호 (화곡동, 중앙하이츠아파트)",7764,국밥생각,2024-02-17 2:40:00,한식,,186114.6025,448174.6903,126.844146,37.53795173
3150000-101-2019-00271,2019-05-13,,"서울특별시 강서구 곰달래로60길 38, 1층 102호 (화곡동)",7785,코비토,2023-01-19 2:40:00,기타,,187826.0399,447603.3656,126.8612604,37.53275787
3150000-101-2019-00272,2019-05-13,02 3661 4960,"서울특별시 강서구 공항대로59길 20-3, 1층 (등촌동)",7563,파파진구,2019-06-18 2:40:00,호프/통닭,,187920.1278,450044.4063,126.8622013,37.55494915
3150000-101-2019-00276,2019-05-14,,"서울특별시 강서구 화곡로44길 12, 1층 101호 (화곡동)",7678,딜리버리킹 강서점,2023-10-18 2:40:00,한식,,186427.0187,449526.7588,126.8472702,37.55024326
3150000-101-2019-00277,2019-05-14,02 2135 5597,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하 1층 (마곡동)",7804,자연솜씨 이대서울병원,2020-10-15 2:40:00,한식,,185455.1708,450604.2394,126.8375517,37.56003854
3150000-101-2019-00278,2019-05-15,,"서울특별시 강서구 화곡로26가길 36, 1층 (화곡동, 삼광빌라)",7715,이팔복 돈까스,2023-11-02 2:40:00,한식,,185618.8963,448709.8519,126.839189,37.54281684
3150000-101-2019-00279,2019-05-16,,"서울특별시 강서구 강서로12길 15, 양지빌딩 1층 (화곡동)",7757,소백양 마라탕,2022-06-11 2:40:00,중국식,,186471.566,447731.6504,126.8477157,37.53392409
3150000-101-2019-00282,2019-05-16,02 3661 5868,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 3층 307호 (마곡동)",7803,동래순샤브샤브&양꼬치,2023-07-07 2:40:00,한식,,185590.1505,450885.1857,126.8389015,37.5625926
3150000-101-2019-00285,2019-05-17,02 2663 5004,"서울특별시 강서구 강서로47길 36, 1층 (내발산동)",7633,? 인생타코,2019-06-18 2:40:00,경양식,,185278.0731,450090.0942,126.8357807,37.55536449
3150000-101-2019-00289,2019-05-21,,"서울특별시 강서구 마곡중앙6로 11, 보타닉파크타워3 2층 216호 (마곡동)",7801,마곡식탁,2019-05-23 2:21:15,한식,,184805.6815,450977.857,126.8310568,37.56343506
3150000-101-2019-00295,2019-05-22,,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 1층 101호 (마곡동)",7802,이치류,2023-02-24 2:40:00,일식,,185127.2854,450939.2211,126.8342729,37.56308383
3150000-101-2019-00296,2019-05-22,,"서울특별시 강서구 강서로54길 98, 승우엘레텍 2층 (등촌동)",7591,호수꼬치,2022-02-22 2:40:00,호프/통닭,,186151.1288,450705.5536,126.8445113,37.56095958
3150000-101-2019-00300,2019-05-24,,"서울특별시 강서구 마곡중앙로 161-22, 마곡일성트루엘플래닛 1층 104호 (마곡동)",7788,냉삼회관,2024-05-11 2:40:00,식육(숯불구이),,184539.253,451830.5339,126.8283925,37.57118667
3150000-101-2019-00304,2019-05-24,,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 지하1층 126호 (마곡동)",7788,소앤돼지,2019-11-14 2:40:00,한식,,184646.5808,451684.7269,126.8294658,37.56986115
3150000-101-2019-00305,2019-05-27,02 2608 8299,"서울특별시 강서구 곰달래로 139-1, 2층 (화곡동)",7760,금탑,2019-06-27 2:40:00,한식,,186539.3257,447630.8231,126.8483933,37.53300748
3150000-101-2019-00309,2019-05-28,02 6941 1975,"서울특별시 강서구 공항대로 190, 지하1층 B107호 (마곡동)",7631,다미부찌,2019-07-02 2:40:00,한식,,184785.4835,450767.2584,126.8308548,37.56152053
3150000-101-2019-00311,2019-05-28,02 6339 3338,"서울특별시 강서구 곰달래로 258, 1층 (화곡동)",7785,명륜진사갈비 까치산점,2024-12-19 2:40:00,식육(숯불구이),,187699.7224,447754.6648,126.8599972,37.53413332
3150000-101-2019-00312,2019-05-29,070 4069 6145,"서울특별시 강서구 강서로 271, 1층 10호 (내발산동)",7639,이치방,2019-07-02 2:40:00,일식,,185431.5362,449756.1246,126.8373154,37.55232841
3150000-101-2019-00315,2019-05-30,,"서울특별시 강서구 강서로48길 31-3, 1층 101호 (내발산동)",7681,소희네식당,2023-06-01 2:40:00,한식,,185635.1609,450058.1385,126.8393516,37.55507399
3150000-101-2019-00317,2019-05-30,02 3661 8527,"서울특별시 강서구 마곡중앙5로1길 21, 마곡럭스나인오피스텔 1층 103호 (마곡동)",7788,프레시샐 마곡나루점,2024-01-20 2:40:00,분식,,184567.4654,451863.7388,126.8286747,37.57148853
3150000-101-2019-00320,2019-05-31,02 2668 3192,"서울특별시 강서구 마곡중앙6로 21, 이너매스마곡Ⅰ 1층 106호,130호 (마곡동)",7801,김군네통닭집(마곡점),2025-01-09 2:40:00,호프/통닭,,184876.7928,450969.0175,126.8317679,37.5633547
3150000-101-2019-00324,2019-06-05,02 6397 8355,"서울특별시 강서구 강서로17길 16, 1층 (화곡동)",7764,와카츠,2025-01-23 2:40:00,일식,,186214.213,447893.0859,126.8451421,37.53539169
3150000-101-2019-00329,2019-06-10,,"서울특별시 강서구 양천로67길 93-23, 1층 (염창동)",7535,비에이,2019-06-12 2:21:25,경양식,,188603.5079,450473.2094,126.8690351,37.55884736
3150000-101-2019-00331,2019-06-10,,"서울특별시 강서구 공항대로44길 46, 준빌딩 1층 (화곡동)",7650,은설전통수제디저트,2024-05-23 2:40:00,호프/통닭,,186666.1353,450234.0143,126.8496614,37.55667286
3150000-101-2019-00332,2019-06-10,,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 D동 1층 101호 (마곡동)",7788,쭌이네 생고기,2021-04-29 2:40:00,식육(숯불구이),,184655.2643,451864.2982,126.8295526,37.57149362
3150000-101-2019-00336,2019-06-11,02 2658 2659,"서울특별시 강서구 공항대로59다길 8, 1층 (등촌동)",7563,대흥 왕족발,2019-07-11 2:40:00,한식,,187910.2517,450139.068,126.8621025,37.55580971
3150000-101-2019-00339,2019-06-12,02 2658 5050,"서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 1층 138호 (마곡동)",7791,엄마손김밥,2019-07-11 2:40:00,분식,,185740.2166,451837.6468,126.8404022,37.57125133
3150000-101-2019-00342,2019-06-12,02 2659 4171,"서울특별시 강서구 강서로52길 16, 호용빌딩 1층 (내발산동)",7646,밀동,2023-08-30 2:40:00,호프/통닭,,185702.4332,450616.8864,126.8400243,37.56015351
3150000-101-2019-00345,2019-06-13,,"서울특별시 강서구 공항대로41길 66, 세신등촌종합상가 1층 124호 (등촌동)",7587,등촌옛날통닭,2024-12-02 21:01:00,한식,,186378.2318,450937.8772,126.8467823,37.56307161
3150000-101-2019-00348,2019-06-14,,"서울특별시 강서구 화곡로 342, 1층 108~109호 (화곡동)",7653,인생 차이나 1980,2024-06-19 2:40:00,중국식,,186827.5454,450205.9996,126.8512755,37.55641818
3150000-101-2019-00351,2019-06-14,02 6989 9988,"서울특별시 강서구 마곡서로 152, 두산더랜드타워 A동 1층 111호 (마곡동)",7788,스텔라떡볶이 서울마곡나루점,2024-05-05 2:40:00,한식,,184526.0844,451722.6506,126.8282608,37.57020591
3150000-101-2019-00353,2019-06-17,02 3664 2377,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 2층 202-1호 (마곡동)",7788,수키친,2024-05-12 2:40:00,기타,,184555.6892,451767.8335,126.8285569,37.57061667
3150000-101-2019-00358,2019-06-20,02 2661 7758,"서울특별시 강서구 양천로24길 65, 1층 (방화동)",7605,자연칼국수,2022-06-12 2:40:00,호프/통닭,,183634.3364,452019.9881,126.8193434,37.57290898
3150000-101-2019-00361,2019-06-21,02 2064 0658,"서울특별시 강서구 하늘길 112, 국내선 청사 1층 (공항동)",7505,오모가리신포북창동순두부궁안채한촌설렁솔만두솔뫼밀멘야하나비,2024-12-02 23:05:00,기타,,183007.2201,450515.642,126.8130722,37.55923311
3150000-101-2019-00362,2019-06-21,,"서울특별시 강서구 등촌로5길 61, 1층 3호 (화곡동)",7741,두호표 옛날통닭,2020-07-31 2:40:00,호프/통닭,,187544.6806,447851.4878,126.8584468,37.53501353
3150000-101-2019-00373,2019-06-26,,"서울특별시 강서구 마곡동로 62, 마곡사이언스타워 5층 501(일부)호 (마곡동)",7803,로얄와인클럽,2022-07-23 2:40:00,기타,,185259.1853,450932.3598,126.8355919,37.56302145
3150000-101-2019-00379,2019-07-01,02 2659 7707,"서울특별시 강서구 마곡중앙로 161-1, 마곡나루역캐슬파크 1층 114호 (마곡동)",7788,응급실 국물떡볶이 서울마곡나루역점,2023-12-06 2:40:00,분식,,184687.8947,451746.9315,126.8298789,37.57042665
